model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2014,8000,Automatic,26358.0,Petrol,145.0,47.9,1.6
 Edge,2017,21700,Manual,21213.0,Diesel,150.0,47.9,2.0
 C-MAX,2014,7700,Manual,30575.0,Petrol,165.0,42.8,1.6
 Fiesta,2016,9000,Manual,40249.0,Diesel,0.0,78.5,1.5
 Kuga,2018,15000,Manual,23353.0,Diesel,150.0,60.1,2.0
 Focus,2015,10500,Manual,22249.0,Petrol,20.0,60.1,1.0
 Focus,2018,13000,Manual,24716.0,Diesel,150.0,74.3,1.5
 Kuga,2017,15500,Manual,35936.0,Diesel,125.0,60.1,2.0
 Kuga,2017,15700,Manual,17326.0,Diesel,150.0,54.3,2.0
 Fiesta,2014,8000,Manual,21155.0,Petrol,0.0,65.7,1.0
 Edge,2017,19700,Manual,19076.0,Diesel,165.0,48.7,2.0
 Focus,2017,13000,Manual,15362.0,Diesel,150.0,74.3,1.5
 Focus,2018,18000,Automatic,8607.0,Petrol,145.0,47.9,1.5
 Fiesta,2015,7500,Manual,55478.0,Petrol,20.0,62.8,1.0
 Fiesta,2019,14800,Manual,368.0,Petrol,150.0,58.9,1.0
 C-MAX,2017,11200,Manual,21467.0,Diesel,20.0,68.9,1.5
 Focus,2018,12500,Manual,18605.0,Petrol,145.0,57.7,1.0
 Fiesta,2017,10300,Manual,18667.0,Petrol,150.0,65.7,1.0
 Fiesta,2014,9700,Manual,26097.0,Petrol,150.0,47.9,1.6
 Focus,2017,10700,Manual,44901.0,Diesel,150.0,74.3,1.5
 Kuga,2016,14000,Manual,23738.0,Petrol,160.0,45.6,1.5
 Kuga,2016,14800,Manual,33406.0,Diesel,125.0,60.1,2.0
 Kuga,2019,18800,Manual,7559.0,Diesel,145.0,36.7,2.0
 Fiesta,2017,9200,Manual,9530.0,Petrol,125.0,54.3,1.2
 Kuga,2017,14300,Manual,25595.0,Diesel,125.0,60.1,2.0
 Fiesta,2018,10300,Manual,27516.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,9800,Manual,25708.0,Petrol,0.0,65.7,1.0
 EcoSport,2017,11000,Manual,24934.0,Petrol,125.0,52.3,1.0
 Fiesta,2018,10500,Manual,24518.0,Petrol,150.0,65.7,1.0
 Edge,2017,20800,Automatic,27471.0,Diesel,150.0,48.7,2.0
 Fiesta,2017,10000,Manual,22060.0,Petrol,150.0,65.7,1.0
 Edge,2018,24800,Manual,8970.0,Diesel,150.0,47.9,2.0
 KA,2018,10000,Manual,10051.0,Petrol,150.0,43.5,0.0
 Focus,2017,11200,Manual,23898.0,Diesel,0.0,74.3,1.5
 Fiesta,2017,9500,Manual,27804.0,Petrol,20.0,62.8,1.0
 KA,2017,8600,Manual,10631.0,Petrol,150.0,57.7,1.2
 Fiesta,2017,11000,Manual,22728.0,Petrol,0.0,65.7,1.0
 Focus,2017,11800,Manual,13601.0,Petrol,20.0,60.1,1.0
 Kuga,2015,10500,Manual,20701.0,Petrol,165.0,45.6,1.5
 Kuga,2018,14000,Manual,11524.0,Diesel,150.0,54.3,1.5
 Focus,2018,13500,Manual,25535.0,Diesel,150.0,74.3,1.5
 Fiesta,2018,9300,Manual,20901.0,Petrol,150.0,55.4,1.1
 Focus,2014,7800,Manual,40857.0,Diesel,125.0,57.7,2.0
 Focus,2019,18500,Automatic,7892.0,Petrol,150.0,51.4,1.0
 Edge,2017,20500,Automatic,30255.0,Diesel,165.0,48.7,2.0
 Fiesta,2019,13300,Automatic,1987.0,Petrol,150.0,48.7,1.0
 Kuga,2018,17000,Manual,18582.0,Diesel,145.0,54.3,2.0
 Fiesta,2016,9700,Manual,28826.0,Petrol,20.0,62.8,1.0
 Kuga,2017,15000,Manual,33808.0,Diesel,150.0,54.3,2.0
 Grand C-MAX,2015,9000,Manual,54764.0,Diesel,30.0,64.2,1.5
 C-MAX,2014,8700,Manual,37929.0,Diesel,125.0,55.4,2.0
 Fiesta,2019,12500,Manual,14063.0,Petrol,145.0,58.9,1.0
 Focus,2018,13500,Manual,11941.0,Petrol,145.0,57.7,1.0
 Fiesta,2019,12800,Manual,13385.0,Petrol,145.0,56.5,1.0
 KA,2015,5000,Manual,35130.0,Petrol,30.0,57.7,1.2
 Focus,2016,12000,Manual,25060.0,Petrol,125.0,51.4,1.5
 Fiesta,2018,9689,Manual,11000.0,Petrol,145.0,55.4,1.1
 Fiesta,2017,11989,Manual,26672.0,Petrol,145.0,47.9,1.6
 Focus,2018,17000,Automatic,16556.0,Diesel,145.0,74.3,1.5
 Focus,2018,12989,Manual,17989.0,Diesel,145.0,74.3,1.5
 Focus,2018,16289,Manual,8724.0,Diesel,145.0,80.7,1.5
 Focus,2019,18139,Manual,17522.0,Petrol,145.0,50.4,1.5
 Focus,2017,10789,Manual,21847.0,Petrol,145.0,60.1,1.0
 C-MAX,2018,13000,Manual,8243.0,Diesel,145.0,58.9,1.5
 Focus,2019,17249,Manual,7956.0,Diesel,145.0,74.3,1.5
 Focus,2019,18489,Manual,9567.0,Diesel,145.0,57.7,1.5
 Fiesta,2018,9999,Manual,19801.0,Petrol,145.0,65.7,1.0
 Focus,2017,10989,Manual,17161.0,Petrol,145.0,61.4,1.0
 Fiesta,2015,6889,Manual,36000.0,Petrol,30.0,54.3,1.2
 Fiesta,2016,8189,Manual,22887.0,Petrol,125.0,54.3,1.2
 Focus,2016,10489,Manual,24121.0,Petrol,20.0,61.4,1.0
 Fiesta,2017,10289,Manual,20809.0,Petrol,145.0,65.7,1.0
 KA,2014,4200,Manual,51028.0,Petrol,30.0,57.7,1.2
 C-MAX,2015,8300,Manual,47361.0,Diesel,30.0,61.4,1.6
 Kuga,2016,14800,Manual,31288.0,Diesel,125.0,60.1,2.0
 Fiesta,2017,9400,Manual,9405.0,Petrol,145.0,54.3,1.2
 Focus,2017,12300,Automatic,27823.0,Diesel,0.0,67.3,1.5
 Kuga,2018,13400,Manual,24494.0,Diesel,145.0,64.2,1.5
 Focus,2018,18000,Automatic,14557.0,Diesel,145.0,74.3,1.5
 EcoSport,2019,17800,Automatic,1080.0,Petrol,145.0,44.1,1.0
 Galaxy,2017,18500,Manual,28563.0,Diesel,125.0,56.5,2.0
 Focus,2019,16000,Manual,6348.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,11000,Manual,21979.0,Diesel,145.0,88.3,1.5
 Focus,2017,13000,Automatic,1446.0,Petrol,150.0,51.4,1.0
 Mondeo,2015,11000,Manual,33455.0,Diesel,20.0,68.9,2.0
 Focus,2019,16000,Manual,8497.0,Diesel,145.0,62.8,1.5
 Focus,2020,17000,Manual,4076.0,Petrol,145.0,58.9,1.0
 Focus,2015,8700,Manual,61294.0,Diesel,0.0,74.3,1.5
 Fiesta,2017,10700,Manual,20409.0,Petrol,145.0,62.8,1.0
 Fiesta,2016,8700,Manual,19706.0,Petrol,125.0,54.3,1.2
 Focus,2015,9800,Manual,20498.0,Petrol,20.0,61.4,1.0
 Focus,2015,10000,Manual,18896.0,Diesel,0.0,74.3,1.5
 Focus,2016,9000,Manual,44317.0,Diesel,0.0,74.3,1.5
 Fiesta,2018,9400,Manual,30347.0,Petrol,145.0,64.2,1.1
 EcoSport,2017,10200,Automatic,25524.0,Petrol,160.0,44.8,1.5
 Kuga,2017,17000,Manual,12143.0,Diesel,145.0,60.1,2.0
 Fiesta,2017,12000,Automatic,12983.0,Petrol,145.0,57.7,1.0
 Fiesta,2016,8000,Manual,32560.0,Petrol,20.0,62.8,1.0
 Fiesta,2015,10300,Manual,36569.0,Petrol,145.0,47.9,1.6
 Fiesta,2017,11700,Manual,37867.0,Petrol,145.0,47.9,1.6
 Focus,2018,13000,Manual,9738.0,Petrol,145.0,57.7,1.0
 Fiesta,2014,6500,Manual,34522.0,Petrol,30.0,54.3,1.2
 Fiesta,2014,7000,Manual,30709.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,10800,Manual,26247.0,Petrol,145.0,65.7,1.0
 Fiesta,2013,6800,Manual,32638.0,Petrol,30.0,54.3,1.2
 Fiesta,2017,9800,Manual,18647.0,Petrol,0.0,65.7,1.0
 Kuga,2018,17600,Manual,9127.0,Diesel,145.0,60.1,2.0
 Kuga,2016,15800,Manual,27293.0,Diesel,125.0,60.1,2.0
 Kuga,2016,12000,Manual,24163.0,Petrol,160.0,45.6,1.5
 Fiesta,2016,8600,Manual,19873.0,Petrol,125.0,54.3,1.2
 Fiesta,2017,9000,Manual,32469.0,Petrol,145.0,65.7,1.0
 Edge,2018,25500,Automatic,20318.0,Diesel,145.0,47.9,2.0
 Fiesta,2014,7000,Manual,44720.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,11000,Manual,31680.0,Petrol,145.0,65.7,1.0
 Focus,2017,17500,Manual,22864.0,Petrol,145.0,41.5,2.0
 Fiesta,2018,11200,Manual,20867.0,Petrol,145.0,56.5,1.0
 Fiesta,2018,11500,Manual,17450.0,Petrol,145.0,56.5,1.0
 Focus,2018,13800,Manual,22889.0,Diesel,145.0,58.9,1.0
 Fiesta,2017,10300,Manual,17933.0,Petrol,145.0,65.7,1.0
 Fiesta,2016,10400,Manual,26677.0,Diesel,0.0,78.5,1.5
 EcoSport,2019,16400,Manual,3947.0,Petrol,145.0,51.4,1.0
 Focus,2017,11300,Manual,21786.0,Diesel,145.0,74.3,1.5
 Fiesta,2017,9000,Manual,25653.0,Petrol,145.0,65.7,1.0
 Fiesta,2016,8400,Manual,22422.0,Petrol,125.0,54.3,1.2
 Kuga,2017,15500,Manual,16686.0,Diesel,145.0,60.1,2.0
 Fiesta,2017,10500,Manual,12542.0,Petrol,145.0,65.7,1.0
 KA,2016,8100,Manual,6205.0,Petrol,30.0,57.7,1.2
 Fiesta,2016,10300,Manual,17586.0,Petrol,0.0,65.7,1.0
 S-MAX,2016,17000,Automatic,56372.0,Diesel,125.0,52.3,2.0
 Kuga,2019,18000,Manual,10279.0,Diesel,145.0,38.2,2.0
 Fiesta,2015,9300,Manual,33259.0,Diesel,0.0,78.5,1.5
 Fiesta,2017,10300,Manual,20914.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,8200,Manual,35865.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,8100,Manual,16158.0,Petrol,125.0,54.3,1.2
 Fiesta,2017,8700,Manual,24360.0,Diesel,0.0,78.5,1.5
 Fiesta,2016,8000,Manual,32737.0,Petrol,0.0,65.7,1.0
 Fiesta,2015,7500,Manual,33399.0,Petrol,0.0,65.7,1.0
 Focus,2017,19000,Manual,8938.0,Petrol,145.0,41.5,2.0
 Fiesta,2016,10700,Manual,36004.0,Petrol,145.0,47.9,1.6
 Fiesta,2017,9900,Manual,15920.0,Petrol,0.0,65.7,1.0
 B-MAX,2016,8300,Manual,11586.0,Petrol,145.0,47.1,1.4
 Focus,2013,6000,Manual,50081.0,Petrol,20.0,58.9,1.0
 Fiesta,2014,5995,Manual,59674.0,Petrol,0.0,65.7,1.0
 EcoSport,2015,8995,Manual,36000.0,Petrol,155.0,44.8,1.5
 EcoSport,2018,15800,Automatic,2261.0,Petrol,145.0,45.6,1.0
 Kuga,2016,15100,Manual,18100.0,Diesel,145.0,54.3,2.0
 Fiesta,2016,9600,Manual,17457.0,Petrol,0.0,65.7,1.0
 Focus,2018,11900,Manual,17144.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,10000,Manual,14005.0,Petrol,145.0,55.4,1.1
 Fiesta,2018,11300,Manual,14619.0,Petrol,145.0,65.7,1.0
 Focus,2019,16000,Manual,26672.0,Petrol,145.0,60.1,1.0
 Kuga,2014,14400,Manual,28892.0,Diesel,150.0,54.3,2.0
 C-MAX,2017,10600,Manual,19856.0,Petrol,30.0,55.4,1.0
 Focus,2017,12700,Manual,25746.0,Diesel,145.0,74.3,1.5
 Fiesta,2018,11000,Manual,12518.0,Petrol,150.0,65.7,1.0
 Fiesta,2016,10800,Manual,20615.0,Petrol,20.0,62.8,1.0
 B-MAX,2012,6500,Manual,17597.0,Petrol,0.0,80.7,1.4
 Fiesta,2019,12500,Manual,10956.0,Petrol,145.0,60.1,1.0
 Focus,2018,11300,Manual,16617.0,Petrol,145.0,60.1,1.0
 Focus,2017,12500,Automatic,21697.0,Petrol,150.0,51.4,1.0
 Kuga,2014,10700,Manual,43914.0,Diesel,205.0,47.9,2.0
 Focus,2018,12500,Manual,15183.0,Petrol,145.0,57.7,1.0
 Fiesta,2019,13200,Manual,2096.0,Petrol,145.0,64.2,1.0
 Fiesta,2015,7700,Manual,52210.0,Petrol,30.0,55.4,1.0
 Focus,2015,9500,Manual,34319.0,Diesel,30.0,64.2,1.5
 Focus,2019,15500,Manual,8555.0,Petrol,150.0,60.1,1.0
 Focus,2013,7900,Manual,41398.0,Diesel,20.0,67.3,1.6
 Fiesta,2013,6300,Manual,42700.0,Petrol,30.0,54.3,1.2
 Fiesta,2016,8600,Manual,17050.0,Petrol,125.0,54.3,1.2
 Fiesta,2014,7500,Manual,46683.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,8700,Manual,19928.0,Petrol,125.0,54.3,1.2
 Kuga,2017,16100,Manual,27009.0,Diesel,145.0,60.1,2.0
 Focus,2016,11500,Manual,6071.0,Diesel,0.0,74.3,1.5
 Focus,2017,12600,Manual,16043.0,Petrol,145.0,60.1,1.0
 Focus,2017,11700,Manual,20691.0,Petrol,145.0,60.1,1.0
 Focus,2016,9600,Manual,27036.0,Diesel,0.0,74.3,1.5
 EcoSport,2015,9000,Automatic,33161.0,Petrol,160.0,44.8,1.5
 Fiesta,2019,12500,Manual,11260.0,Petrol,145.0,60.1,1.0
 Fiesta,2019,13000,Manual,12910.0,Petrol,145.0,58.9,1.0
 Kuga,2017,16500,Manual,29072.0,Diesel,125.0,60.1,2.0
 Fiesta,2017,10300,Manual,12218.0,Petrol,145.0,65.7,1.0
 Fiesta,2016,8200,Manual,34318.0,Petrol,125.0,54.3,1.2
 Fiesta,2017,8800,Manual,47156.0,Petrol,20.0,62.8,1.0
 Fiesta,2017,9500,Manual,29809.0,Petrol,0.0,65.7,1.0
 Galaxy,2018,21500,Manual,11704.0,Diesel,145.0,55.4,2.0
 Fiesta,2017,9200,Manual,32463.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,9000,Manual,40789.0,Petrol,20.0,62.8,1.0
 Focus,2016,9900,Manual,18139.0,Petrol,20.0,60.1,1.0
 Focus,2017,12500,Automatic,17560.0,Petrol,145.0,51.4,1.0
 EcoSport,2015,8500,Manual,33403.0,Diesel,30.0,61.4,0.0
 Fiesta,2017,10700,Manual,26762.0,Petrol,0.0,65.7,1.0
 Mondeo,2017,13700,Manual,30274.0,Diesel,30.0,64.2,2.0
 Fiesta,2016,9000,Manual,33327.0,Petrol,0.0,65.7,1.0
 Focus,2018,15800,Automatic,9816.0,Petrol,150.0,51.4,1.0
 Kuga,2015,11500,Manual,46754.0,Diesel,125.0,60.1,2.0
 C-MAX,2016,10000,Manual,30697.0,Diesel,20.0,68.9,1.5
 Fiesta,2016,10500,Manual,27958.0,Petrol,0.0,65.7,1.0
 Kuga,2017,14000,Manual,28964.0,Diesel,125.0,60.1,2.0
 Kuga,2019,21000,Automatic,6277.0,Petrol,145.0,29.1,1.5
 Kuga,2017,14300,Manual,24579.0,Diesel,125.0,60.1,2.0
 Fiesta,2015,7200,Manual,36740.0,Petrol,125.0,54.3,1.2
 Kuga,2019,17200,Manual,15378.0,Diesel,145.0,38.2,2.0
 Fiesta,2019,11600,Manual,16127.0,Petrol,145.0,60.1,1.0
 Kuga,2013,11000,Manual,40615.0,Diesel,200.0,47.9,2.0
 Fiesta,2017,10000,Manual,20109.0,Petrol,150.0,65.7,1.0
 Focus,2016,10000,Manual,46008.0,Diesel,0.0,74.3,1.5
 Kuga,2016,14000,Manual,25930.0,Diesel,125.0,60.1,2.0
 Fiesta,2017,11000,Manual,19698.0,Petrol,150.0,65.7,1.0
 Fiesta,2016,10800,Manual,19030.0,Petrol,20.0,62.8,1.0
 Kuga,2016,12500,Manual,16778.0,Diesel,125.0,60.1,2.0
 Fiesta,2017,10500,Manual,15244.0,Petrol,145.0,65.7,1.0
 Focus,2019,18000,Manual,5731.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,12000,Manual,7626.0,Petrol,20.0,62.8,1.0
 Kuga,2017,15800,Manual,30133.0,Diesel,145.0,60.1,2.0
 Kuga,2019,19000,Manual,5242.0,Diesel,145.0,36.7,2.0
 Kuga,2019,18200,Manual,5730.0,Diesel,145.0,38.2,2.0
 Fiesta,2018,10300,Manual,28480.0,Petrol,145.0,65.7,1.0
 EcoSport,2019,17400,Automatic,8607.0,Petrol,145.0,44.1,1.0
 Kuga,2014,14000,Manual,38621.0,Diesel,150.0,54.3,2.0
 Fiesta,2017,8800,Manual,38317.0,Petrol,150.0,65.7,1.0
 Kuga,2015,10700,Manual,54146.0,Diesel,110.0,50.4,2.0
 Fiesta,2017,12000,Manual,23423.0,Petrol,145.0,47.9,1.6
 Edge,2017,22000,Automatic,17515.0,Diesel,145.0,47.9,2.0
 Fiesta,2019,14000,Manual,9427.0,Petrol,145.0,55.4,1.0
 Focus,2017,11700,Automatic,24775.0,Petrol,125.0,51.4,1.0
 C-MAX,2017,11000,Automatic,18150.0,Diesel,20.0,64.2,1.5
 Fiesta,2017,12000,Automatic,6794.0,Petrol,0.0,57.7,1.0
 Kuga,2016,15000,Manual,29683.0,Diesel,125.0,60.1,2.0
 Focus,2019,17700,Manual,1864.0,Petrol,145.0,60.1,1.0
 EcoSport,2017,10900,Manual,21057.0,Petrol,125.0,52.3,1.0
 C-MAX,2015,8400,Manual,34670.0,Diesel,20.0,68.9,1.5
 Mondeo,2017,18300,Automatic,9624.0,Diesel,20.0,67.3,2.0
 Focus,2017,12300,Manual,32333.0,Diesel,145.0,74.3,1.5
 Fiesta,2015,7700,Manual,31299.0,Petrol,125.0,54.3,1.2
 Focus,2017,11000,Manual,31479.0,Diesel,145.0,74.3,1.5
 Fiesta,2015,8000,Manual,33011.0,Petrol,125.0,54.3,1.2
 Fiesta,2017,11800,Manual,36069.0,Petrol,145.0,47.9,1.6
 EcoSport,2017,9400,Manual,11653.0,Petrol,160.0,44.8,1.5
 C-MAX,2017,11300,Manual,20784.0,Petrol,30.0,55.4,1.0
 Focus,2015,8900,Manual,47393.0,Diesel,0.0,74.3,1.5
 Focus,2017,12300,Manual,14724.0,Petrol,20.0,60.1,1.0
 Focus,2018,12700,Manual,13198.0,Petrol,145.0,57.7,1.0
 B-MAX,2014,7400,Manual,38676.0,Petrol,30.0,55.4,1.0
 Fiesta,2019,12400,Manual,13523.0,Petrol,145.0,60.1,1.0
 Kuga,2018,18000,Manual,9518.0,Diesel,145.0,54.3,1.5
 Fiesta,2016,9800,Automatic,6806.0,Petrol,150.0,47.9,1.6
 Fiesta,2014,7500,Manual,13585.0,Petrol,0.0,65.7,1.0
 Fiesta,2015,6600,Manual,46794.0,Petrol,125.0,54.3,1.2
 Kuga,2015,12000,Automatic,40017.0,Diesel,150.0,52.3,2.0
 Focus,2016,12000,Automatic,14436.0,Petrol,145.0,46.3,1.5
 Fiesta,2017,11000,Manual,25292.0,Petrol,0.0,65.7,1.0
 Fiesta,2019,15000,Manual,9930.0,Diesel,145.0,58.9,1.5
 Fiesta,2013,7000,Manual,38142.0,Petrol,0.0,65.7,1.0
 Galaxy,2016,17500,Automatic,23647.0,Diesel,145.0,52.3,2.0
 Focus,2015,8400,Manual,54451.0,Diesel,0.0,74.3,1.5
 Fiesta,2014,9300,Automatic,8431.0,Petrol,145.0,47.9,1.6
 Focus,2016,10600,Manual,29984.0,Petrol,20.0,60.1,1.0
 Fiesta,2018,12000,Manual,28733.0,Petrol,145.0,65.7,1.0
 Focus,2016,10800,Manual,18218.0,Diesel,0.0,74.3,1.5
 Focus,2019,18500,Automatic,11716.0,Diesel,145.0,74.3,1.5
 KA,2016,6500,Manual,13592.0,Petrol,30.0,57.7,1.2
 Focus,2016,9300,Manual,33547.0,Diesel,0.0,74.3,1.5
 Focus,2018,14300,Manual,18883.0,Diesel,145.0,80.7,1.5
 Fiesta,2016,9400,Manual,10791.0,Petrol,125.0,54.3,1.2
 Focus,2017,17600,Manual,16393.0,Petrol,200.0,41.5,2.0
 Fiesta,2018,11500,Automatic,23908.0,Petrol,145.0,54.3,1.0
 Focus,2018,13500,Manual,26159.0,Petrol,145.0,58.9,1.0
 Focus,2016,9300,Manual,26000.0,Petrol,20.0,61.4,1.0
 Fiesta,2019,13800,Manual,5111.0,Petrol,145.0,58.9,1.0
 Fiesta,2017,10800,Manual,16959.0,Petrol,145.0,62.8,1.0
 Fiesta,2017,10000,Manual,19638.0,Petrol,20.0,62.8,1.0
 Fiesta,2016,8900,Manual,46894.0,Diesel,0.0,78.5,1.5
 Mondeo,2017,14000,Manual,19947.0,Diesel,145.0,64.2,2.0
 Mondeo,2017,13500,Manual,30069.0,Petrol,145.0,48.7,1.5
 Fiesta,2015,6200,Manual,17953.0,Petrol,30.0,54.3,1.2
 Fiesta,2018,12500,Manual,16936.0,Petrol,145.0,62.8,1.0
 Kuga,2018,16500,Manual,26526.0,Diesel,115.0,56.5,2.0
 Kuga,2017,16000,Automatic,16166.0,Petrol,235.0,38.2,1.5
 C-MAX,2017,8500,Manual,39643.0,Diesel,20.0,68.9,1.5
 C-MAX,2018,12500,Manual,7672.0,Diesel,145.0,58.9,1.5
 Fiesta,2017,11000,Automatic,19133.0,Petrol,145.0,57.7,1.0
 Fiesta,2018,9000,Manual,29033.0,Petrol,145.0,64.2,1.1
 Fiesta,2017,10300,Manual,14991.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,10300,Manual,23041.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,9500,Manual,12438.0,Petrol,145.0,64.2,1.1
 KA,2016,6600,Manual,19065.0,Petrol,30.0,57.7,1.2
 Fiesta,2016,8600,Manual,25929.0,Petrol,125.0,54.3,1.2
 Fiesta,2018,11400,Manual,30144.0,Petrol,145.0,65.7,1.0
 Focus,2017,12700,Manual,21388.0,Diesel,145.0,74.3,1.5
 Fiesta,2018,12300,Manual,20536.0,Petrol,0.0,69.0,1.0
 Kuga,2015,14000,Manual,51279.0,Diesel,145.0,54.3,2.0
 Edge,2016,20000,Manual,11644.0,Diesel,160.0,48.7,2.0
 Fiesta,2017,10800,Manual,25591.0,Diesel,0.0,78.5,1.5
 KA,2015,6200,Manual,15850.0,Petrol,30.0,57.7,1.2
 Fiesta,2016,9100,Manual,13425.0,Petrol,0.0,65.7,1.0
 Focus,2019,14200,Manual,20986.0,Diesel,145.0,80.7,1.5
 Focus,2018,14400,Manual,16931.0,Diesel,145.0,80.7,1.5
 Fiesta,2018,11700,Manual,33913.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,10200,Manual,31804.0,Diesel,0.0,78.5,1.5
 Fiesta,2015,6800,Manual,32204.0,Petrol,30.0,54.3,1.2
 Kuga,2017,18400,Manual,29965.0,Diesel,145.0,54.3,2.0
 B-MAX,2015,9000,Automatic,18659.0,Petrol,160.0,44.1,1.6
 KA,2017,7800,Manual,27458.0,Petrol,145.0,57.7,1.2
 Focus,2014,9000,Manual,32516.0,Diesel,20.0,67.3,1.6
 Fiesta,2015,9600,Manual,18810.0,Petrol,20.0,62.8,1.0
 Fiesta,2017,8500,Manual,12254.0,Petrol,150.0,64.2,1.1
 B-MAX,2015,8000,Automatic,14312.0,Petrol,165.0,44.1,1.6
 Kuga,2014,7699,Manual,87489.0,Diesel,150.0,53.3,2.0
 Focus,2017,10799,Automatic,21693.0,Petrol,150.0,51.4,1.0
 C-MAX,2013,7000,Automatic,36547.0,Diesel,165.0,51.4,2.0
 Focus,2017,10499,Manual,41600.0,Diesel,0.0,74.3,1.5
 Mondeo,2017,8295,Manual,90190.0,Diesel,0.0,74.3,1.5
 Mondeo,2015,8000,Manual,81170.0,Diesel,125.0,57.7,2.0
 Mondeo,2016,8500,Manual,85810.0,Diesel,0.0,78.5,1.5
 Mondeo,2017,8000,Manual,99300.0,Diesel,20.0,67.3,2.0
 Focus,2016,7000,Manual,94581.0,Petrol,125.0,51.4,1.5
 Focus,2015,7499,Automatic,67331.0,Petrol,160.0,44.8,1.6
 Grand C-MAX,2011,5000,Manual,92785.0,Petrol,200.0,40.9,1.6
 Mondeo,2016,10500,Automatic,55319.0,Diesel,125.0,58.9,2.0
 EcoSport,2017,9299,Manual,22186.0,Petrol,145.0,44.8,1.5
 Focus,2016,12000,Automatic,80468.0,Diesel,30.0,61.4,2.0
 S-MAX,2013,9000,Automatic,42522.0,Diesel,200.0,47.1,2.0
 Fiesta,2018,10000,Manual,10200.0,Petrol,150.0,65.7,1.0
 Focus,2015,6500,Manual,88220.0,Diesel,0.0,74.3,1.5
 Focus,2017,8295,Manual,60030.0,Diesel,145.0,74.3,1.5
 Mondeo,2017,10295,Manual,71480.0,Diesel,30.0,64.2,2.0
 Fiesta,2016,8195,Automatic,35230.0,Petrol,150.0,47.9,1.6
 Focus,2015,7695,Manual,50380.0,Diesel,0.0,74.3,1.5
 Focus,2016,11695,Manual,57420.0,Diesel,20.0,67.3,2.0
 Focus,2017,11490,Manual,19579.0,Petrol,140.0,60.1,1.0
 Fiesta,2019,15990,Manual,11509.0,Petrol,145.0,40.3,1.5
 KA,2017,8100,Manual,16744.0,Petrol,30.0,57.7,1.2
 Fiesta,2017,9000,Manual,29117.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,10000,Manual,14425.0,Petrol,145.0,55.4,1.1
 Focus,2019,16800,Automatic,2220.0,Diesel,145.0,67.3,1.5
 Fiesta,2016,9300,Manual,18798.0,Diesel,0.0,88.3,1.5
 Focus,2017,17000,Manual,17510.0,Petrol,200.0,41.5,2.0
 Fiesta,2017,10500,Manual,31779.0,Petrol,0.0,65.7,1.0
 KA,2015,6200,Manual,18432.0,Petrol,30.0,57.7,1.2
 Fiesta,2014,6300,Manual,40178.0,Petrol,30.0,54.3,1.2
 EcoSport,2018,14500,Manual,9961.0,Petrol,145.0,54.3,1.0
 Kuga,2019,22800,Manual,273.0,Diesel,145.0,46.3,1.5
 Fiesta,2016,9000,Manual,25122.0,Petrol,0.0,65.7,1.0
 Grand C-MAX,2014,7650,Manual,36441.0,Diesel,125.0,60.1,1.6
 EcoSport,2017,9375,Manual,9633.0,Diesel,145.0,44.8,1.5
 Focus,2016,9275,Manual,27450.0,Petrol,20.0,61.4,1.0
 EcoSport,2017,11495,Automatic,19050.0,Petrol,160.0,44.8,1.5
 EcoSport,2019,17650,Automatic,3323.0,Petrol,145.0,45.6,1.0
 Fiesta,2017,8250,Manual,18234.0,Petrol,145.0,65.7,1.0
 Fiesta,2009,3895,Manual,61171.0,Petrol,145.0,49.6,1.2
 B-MAX,2016,7895,Manual,41818.0,Petrol,30.0,57.7,1.0
 Fiesta,2017,7995,Manual,25406.0,Petrol,125.0,54.3,1.2
 Kuga,2019,15750,Manual,15581.0,Petrol,145.0,34.4,1.5
 S-MAX,2017,14000,Manual,38955.0,Diesel,145.0,56.5,2.0
 Fiesta,2019,18500,Manual,5289.0,Petrol,145.0,40.3,1.5
 Focus,2017,11375,Manual,19484.0,Petrol,145.0,60.1,1.0
 Galaxy,2018,18250,Automatic,31718.0,Diesel,145.0,52.3,2.0
 Focus,2018,11750,Manual,25465.0,Diesel,145.0,74.3,1.5
 Fiesta,2019,12350,Manual,3977.0,Petrol,145.0,56.5,1.0
 Kuga,2018,17325,Manual,24451.0,Diesel,145.0,54.3,2.0
 Focus,2017,9725,Manual,18291.0,Diesel,0.0,74.3,1.5
 Fiesta,2010,6295,Manual,34000.0,Petrol,145.0,48.7,1.4
 Fiesta,2016,8795,Manual,38886.0,Petrol,0.0,65.7,1.0
 KA,2017,7425,Manual,24239.0,Petrol,30.0,57.7,1.2
